display_name,lineage,subtype,cluster
JAR,uterus,choriocarcinoma,64
JEG3,uterus,choriocarcinoma,64
T3M3,uterus,choriocarcinoma,64
RD,soft_tissue,embryonal rhabdomyosarcoma,31
MON,soft_tissue,malignant rhabdoid tumor,49
MON,soft_tissue,malignant rhabdoid tumor,49
CAL62,thyroid,"carcinoma, anaplastic",2
HCC2429,lung,"non-small cell lung cancer, unspecified",65
DU4475,breast,luminal HER2 amp,65
NCIH211,lung,small cell lung cancer,65
GSS,gastric,adenocarcinoma,65
NZOV9,ovary,adenocarcinoma,65
HSQ89,upper_aerodigestive,squamous cell carcinoma,65
8505C,thyroid,adrenocortical carcinoma,2
BHT101,thyroid,"carcinoma, papillary",66
HCC44,lung,"non-small cell lung cancer, adenocarcinoma",66
YD8,upper_aerodigestive,"squamous cell carcinoma, tongue",2
KP3,pancreas,"ductal adenosquamous carcinoma, exocrine",66
NCIH2172,lung,"non-small cell lung cancer, unspecified",66
YD38,upper_aerodigestive,squamous cell carcinoma,4
HCC15,lung,"non-small cell lung cancer, squamous cell carcinoma",66
RERFLCMS,lung,"non-small cell lung cancer, adenocarcinoma",66
NCIH1793,lung,"non-small cell lung cancer, adenocarcinoma",66
HSC3,upper_aerodigestive,squamous cell carcinoma,4
NCIH1355,lung,"non-small cell lung cancer, adenocarcinoma",66
NCIH2023,lung,"non-small cell lung cancer, adenocarcinoma",66
PECAPJ34CLONEC12,upper_aerodigestive,"squamous cell carcinoma, basaloid",4
CALU6,lung,"non-small cell lung cancer, unspecified",66
SNU668,gastric,adenocarcinoma,66
CORL105,lung,"non-small cell lung cancer, adenocarcinoma",66
NCIH2405,lung,"non-small cell lung cancer, adenocarcinoma",66
NCIH2887,lung,"non-small cell lung cancer, unspecified",66
NCIH1755,lung,"non-small cell lung cancer, adenocarcinoma",66
SNU5,gastric,adenocarcinoma,66
NCIH647,lung,"non-small cell lung cancer, adenosquamous carcinoma",66
LU65,lung,"non-small cell lung cancer, large cell carcinoma",66
HEC265,uterus,endometrial adenocarcinoma,19
NCIH2073,lung,"non-small cell lung cancer, adenocarcinoma",66
EKVX,lung,"non-small cell lung cancer, adenocarcinoma",66
HCC515,lung,"non-small cell lung cancer, adenocarcinoma",66
OCUG1,bile_duct,adenocarcinoma,66
SNU638,gastric,adenocarcinoma,66
CCLFUPGI0005T,gastric,adenocarcinoma,66
COV318,ovary,"adenocarcinoma, high grade serous",68
FUOV1,ovary,"adenocarcinoma, high grade serous",68
OV17R,ovary,adenocarcinoma,68
TO14,ovary,cystadenocarcinoma,68
EMTOKA,uterus,carcinosarcoma,68
OCIC4P,ovary,adenocarcinoma,68
HS895T,fibroblast,skin,69
HS616T,fibroblast,lymphoma,69
HS706T,fibroblast,bone,69
TE125T,fibroblast,soft tissue,69
HS281T,fibroblast,breast,69
HS863T,fibroblast,bone,69
TO175T,fibroblast,lymphoma,69
HS229T,fibroblast,lung,69
HS274T,fibroblast,breast,69
HS940T,fibroblast,skin,69
HS578T,breast,basal B,69
HS888T,fibroblast,bone,69
HS751T,fibroblast,lymphoma,69
TE159T,fibroblast,soft tissue,69
HS839T,fibroblast,skin,69
HS343T,fibroblast,breast,69
HS737T,fibroblast,bone,69
HS934T,fibroblast,skin,69
HS255T,fibroblast,colorectal,69
HS675T,fibroblast,colorectal,69
HS819T,fibroblast,bone,69
HS822T,fibroblast,bone,69
HS742T,fibroblast,breast,69
HS600T,fibroblast,skin,69
HS834T,fibroblast,skin,69
HS840T,fibroblast,upper aerodigestive,69
HS688AT,fibroblast,skin,69
HS870T,fibroblast,bone,69
HS739T,fibroblast,breast,69
HS821T,fibroblast,bone,69
T173,fibroblast,bone,69
RS5,fibroblast,lung,69
HS618T,fibroblast,lung,69
HS606T,fibroblast,breast,69
DM3,fibroblast,lung,69
HLFA,fibroblast,lung,69
HS698T,fibroblast,colorectal,69
NHAHTDD,central_nervous_system,NA,69
TIG3TD,fibroblast,lung,69
C396,bone,osteosarcoma,69
SUM102PT,breast,carcinoma,70
SW954,cervix,squamous cell carcinoma,70
